report_number,categories,primary_category,confidence,ai_specific
3004785967-2026-00192,U,U,high,False
3004785967-2026-00193,"F,G",F,high,False
3004785967-2026-00194,D,D,medium,False
3004785967-2026-00195,"B,E",B,medium,True
3004785967-2026-00196,U,U,high,False
3004785967-2026-00197,F,F,medium,False
9611343-2026-00001,F,F,high,False
3004785967-2026-00198,E,E,medium,False
3004785967-2026-00199,U,U,high,False
3004785967-2026-00200,F,F,high,False
3004785967-2026-00201,U,U,high,False
3004785967-2026-00204,"B,G",B,high,True
3004785967-2026-00206,U,U,high,False
3004785967-2026-00207,F,F,high,False
3004785967-2026-00208,U,U,high,False
3004785967-2026-00209,"B,C",B,medium,True
3004785967-2026-00205,U,U,high,False
3004785967-2026-00211,U,U,high,False
3004785967-2026-00212,U,U,high,False
3004785967-2026-00213,U,U,high,False
3004785967-2026-00214,U,U,high,False
3004785967-2026-00217,U,U,high,False
3004785967-2026-00215,U,U,high,False
3004785967-2026-00216,"E,U",E,medium,False
3004785967-2026-00218,U,U,high,False
1720753-2021-00002,"D,G",D,high,False
16146029,F,F,high,False
3015967359-2022-01786,"A,C",A,medium,False
3015967359-2022-01785,"B,C",B,high,True
3015967359-2023-00032,"B,G",B,high,True
3011157718-2023-00001,A,A,medium,False
3011157718-2023-00002,B,B,medium,True
3011157718-2023-00005,B,B,medium,True
3011157718-2023-00003,B,B,medium,True
3011157718-2023-00004,"B,G",B,medium,False
3011157718-2023-00007,B,B,medium,True
3011157718-2023-00006,"B,C",B,high,True
3011157718-2023-00011,"E,C",E,high,False
3011157718-2023-00008,C,C,medium,False
3011157718-2023-00009,"B,C",B,high,False
3011157718-2023-00012,"B,G",B,medium,True
3011157718-2023-00010,U,U,high,False
3011157718-2023-00015,"B,G",B,medium,False
3011157718-2023-00014,"B,C",B,high,True
3011157718-2023-00013,"B,G",B,medium,True
3011157718-2023-00016,C,C,medium,False
3011157718-2023-00021,"B,C",B,high,True
3011157718-2023-00020,D,D,medium,False
3011157718-2023-00018,U,U,high,False
3011157718-2023-00017,B,B,medium,True
3011157718-2023-00019,C,C,medium,False
3011157718-2023-00022,U,U,high,False
3011157718-2023-00023,B,B,high,False
3011157718-2023-00024,"B,C",B,high,False
3011157718-2023-00025,"B,G",B,medium,True
3011157718-2023-00026,D,D,medium,False
3011157718-2023-00027,"B,C",B,high,True
3011157718-2023-00028,"B,C",B,medium,True
3011157718-2023-00029,,U,high,False
3011157718-2023-00030,"C,D",C,medium,False
3011157718-2023-00031,B,B,high,False
3011157718-2023-00033,D,D,high,False
3011157718-2023-00032,C,C,medium,False
3011157718-2023-00034,"B,G",B,medium,False
3011157718-2023-00037,"B,C",B,high,True
3011157718-2023-00035,"C,D",C,medium,True
3011157718-2023-00036,D,D,high,False
3011157718-2023-00038,"B,G",B,high,False
3011157718-2023-00039,B,B,medium,True
3011157718-2023-00043,D,D,high,False
3011157718-2023-00044,"B,G",B,high,True
3011157718-2023-00042,D,D,medium,False
3011157718-2023-00041,B,B,medium,True
3011157718-2023-00052,B,B,medium,False
3011157718-2023-00050,"B,G",B,high,True
3011157718-2023-00051,U,U,high,False
3011157718-2023-00057,"B,G",B,medium,True
3011157718-2023-00058,U,U,high,False
3011157718-2023-00059,C,C,medium,False
3011157718-2023-00060,U,U,high,False
3011157718-2023-00062,D,D,medium,False
3011157718-2023-00066,F,F,high,False
3011157718-2023-00069,B,B,high,True
3011157718-2023-00071,C,C,high,False
3011157718-2023-00075,U,U,high,False
3011157718-2023-00072,"D,E",D,medium,False
3011157718-2023-00070,U,U,high,False
3011157718-2023-00081,U,U,high,False
3011157718-2023-00076,"B,C",B,high,False
3011157718-2023-00078,U,U,high,False
3011157718-2023-00040,B,B,high,True
3011157718-2023-00049,U,U,high,False
3011157718-2023-00055,U,U,high,False
3011157718-2023-00054,U,U,high,False
3011157718-2023-00056,"B,C",B,high,True
3011157718-2023-00065,B,B,high,True
3011157718-2023-00068,U,U,high,False
3011157718-2023-00074,"E,B",B,high,True
3011157718-2023-00080,B,B,medium,True
3011157718-2023-00114,"B,G",B,medium,False
3011157718-2023-00123,U,U,high,False
3011157718-2023-00137,B,B,medium,False
3011157718-2023-00129,B,B,high,False
3011157718-2023-00127,C,C,medium,False
3011157718-2023-00151,B,B,medium,True
3011157718-2023-00149,"B,G",B,medium,True
3011157718-2023-00147,U,U,high,False
3011157718-2023-00167,"B,C",B,high,True
3011157718-2023-00165,"B,C",B,high,True
3011157718-2023-00083,"B,C",B,medium,True
3011157718-2023-00139,B,B,medium,False
3011157718-2023-00088,U,U,high,False
3011157718-2023-00091,"B,G",B,medium,True
3011157718-2023-00087,U,U,high,False
3011157718-2023-00090,U,U,high,False
3011157718-2023-00095,U,U,high,False
3011157718-2023-00089,"B,D",B,medium,True
3011157718-2023-00093,U,U,high,False
3011157718-2023-00096,"B,G",B,high,True
3011157718-2023-00097,"B,G",B,medium,True
3011157718-2023-00099,U,U,high,False
3011157718-2023-00102,U,U,high,False
3011157718-2023-00103,B,B,medium,True
3011157718-2023-00104,"B,G",B,high,True
3011157718-2023-00124,B,B,high,True
3011157718-2023-00122,U,U,high,False
3011157718-2023-00131,U,U,high,False
3011157718-2023-00133,D,D,medium,False
3011157718-2023-00128,"B,G",B,high,True
3011157718-2023-00132,U,U,high,False
3011157718-2023-00134,U,U,high,False
3011157718-2023-00140,U,U,high,False
3011157718-2023-00141,U,U,high,False
3011157718-2023-00138,U,U,high,False
3011157718-2023-00136,U,U,high,False
3011157718-2023-00145,"B,G",B,high,True
3011157718-2023-00146,U,U,high,False
3011157718-2023-00144,U,U,high,False
3011157718-2023-00143,B,B,medium,True
3011157718-2023-00157,U,U,high,False
3011157718-2023-00153,"B,D",B,high,True
3011157718-2023-00155,U,U,high,False
3011157718-2023-00150,U,U,high,False
3011157718-2023-00108,U,U,high,False
3011157718-2023-00105,"B,D",B,medium,True
3011157718-2023-00107,"B,D",B,high,True
3011157718-2023-00115,U,U,high,False
3011157718-2023-00113,C,C,high,False
3011157718-2023-00112,B,B,medium,True
3011157718-2023-00158,U,U,high,False
3011157718-2023-00111,B,B,medium,False
3011157718-2023-00116,B,B,medium,True
3011157718-2023-00121,B,B,high,True
3011157718-2023-00164,B,B,high,True
3011157718-2023-00119,B,B,high,True
3011157718-2023-00160,"B,C",B,high,True
3011157718-2023-00163,B,B,high,False
3011157718-2023-00162,U,U,high,False
3011157718-2023-00169,B,B,medium,True
3011157718-2023-00174,"B,G",B,high,True
3011157718-2023-00172,B,B,medium,True
3011157718-2023-00173,U,U,high,False
3011157718-2023-00176,B,B,medium,False
3011157718-2023-00177,"B,C",B,high,True
3011157718-2023-00179,"B,G",B,medium,True
3011157718-2023-00180,B,B,medium,True
3011157718-2023-00178,U,U,high,False
3011157718-2023-00181,"B,G",B,high,True
3011157718-2023-00198,U,U,high,False
3011157718-2023-00204,U,U,high,False
3011157718-2023-00182,U,U,high,False
3011157718-2023-00217,U,U,high,False
3011157718-2023-00212,U,U,high,False
3011157718-2023-00207,U,U,high,False
3011157718-2023-00216,,,high,False
3011157718-2023-00184,U,U,high,False
3011157718-2023-00221,B,B,high,True
3011157718-2023-00226,"A,C",A,high,False
3011157718-2023-00218,"B,C",B,high,True
3011157718-2023-00231,"B,G",B,medium,False
3011157718-2023-00232,"B,C",B,high,True
3011157718-2023-00230,D,D,medium,False
3011157718-2023-00215,U,U,high,False
3011157718-2023-00219,"B,C",B,high,True
3011157718-2023-00227,F,F,medium,False
3011157718-2023-00233,B,B,medium,True
3011157718-2023-00225,U,U,high,False
3011157718-2023-00229,F,F,high,False
3011157718-2023-00222,F,F,high,False
3011157718-2023-00203,B,B,medium,False
3011157718-2023-00206,B,B,high,True
3011157718-2023-00209,U,U,high,False
3011157718-2023-00211,U,U,high,False
3011157718-2023-00191,U,U,high,False
3011157718-2023-00188,B,B,medium,False
3011157718-2023-00189,"B,C",B,medium,False
3011157718-2023-00194,B,B,medium,False
3011157718-2023-00192,U,U,high,False
3011157718-2023-00195,"B,C",B,high,False
3011157718-2023-00196,"B,C",B,high,True
3011157718-2023-00186,F,F,medium,False
3011157718-2023-00197,"B,G",B,medium,True
3011157718-2023-00190,,U,high,False
3011157718-2023-00187,D,D,medium,False
3011157718-2023-00171,B,B,medium,False
3011157718-2023-00237,A,A,medium,False
3011157718-2023-00235,B,B,medium,True
3011157718-2023-00236,D,D,medium,False
3011157718-2023-00238,"B,D",B,high,True
3011157718-2023-00085,"B,C",B,high,True
3011157718-2023-00240,U,U,high,False
3011157718-2023-00239,E,E,medium,False
3011157718-2023-00241,"B,D",B,high,False
3011157718-2023-00228,B,B,medium,False
3011157718-2023-00046,"B,C",B,medium,False
3011157718-2023-00142,U,U,high,False
3011157718-2023-00201,"B,C",B,medium,True
3011157718-2023-00200,B,B,medium,True
3011157718-2023-00154,"B,G",B,high,True
3011157718-2023-00082,U,U,high,False
3011157718-2023-00084,C,C,medium,False
3011157718-2023-00148,"B,G",B,high,True
3011157718-2023-00202,B,B,medium,True
3011157718-2023-00126,U,U,high,False
3011157718-2023-00175,U,U,high,False
3011157718-2023-00109,"B,G",B,high,True
3011157718-2023-00101,B,B,medium,True
3011157718-2023-00067,F,F,medium,False
3011157718-2023-00166,B,B,high,True
3011157718-2023-00061,B,B,medium,True
3011157718-2023-00053,B,B,high,True
3011157718-2023-00048,E,E,high,False
3011157718-2023-00210,"B,G",B,high,True
3011157718-2023-00098,U,U,high,False
3011157718-2023-00220,U,U,high,False
3011157718-2023-00117,"B,C",B,high,True
3011157718-2023-00199,"B,C",B,medium,False
3011157718-2023-00077,U,U,high,False
3011157718-2023-00159,U,U,high,False
3011157718-2023-00234,U,U,high,False
3011157718-2023-00168,B,B,high,True
3011157718-2023-00045,"B,C",B,high,True
3011157718-2023-00094,"B,C",B,medium,True
3011157718-2023-00224,U,U,high,False
3011157718-2023-00118,B,B,medium,True
3011157718-2023-00135,U,U,high,False
3011157718-2023-00208,"B,G",B,medium,True
3011157718-2023-00120,U,U,high,False
3011157718-2023-00047,"B,G",B,medium,False
3011157718-2023-00214,B,B,medium,False
3011157718-2023-00100,C,C,medium,False
3011157718-2023-00106,"B,D",B,medium,True
3011157718-2023-00183,U,U,high,False
3011157718-2023-00064,"B,C",B,medium,True
3011157718-2023-00125,"B,G",B,high,False
3011157718-2023-00110,U,U,high,False
3011157718-2023-00156,"B,C",B,high,True
3011157718-2023-00092,U,U,high,False
3011157718-2023-00193,D,D,medium,False
3011157718-2023-00086,"B,D",B,medium,True
3011157718-2023-00223,"B,G",B,high,True
3011157718-2023-00185,C,C,high,False
3011157718-2023-00205,"A,D",A,medium,False
3011157718-2023-00152,C,C,medium,False
3011157718-2023-00063,A,A,high,False
3011157718-2023-00161,U,U,high,False
3011157718-2023-00079,D,D,medium,False
3011157718-2023-00213,"B,D",B,medium,False
3011157718-2023-00130,U,U,high,False
3011157718-2023-00073,"B,G",B,medium,True
3011157718-2023-00170,"B,G",B,medium,True
3011157718-2023-00242,"B,G",B,medium,True
3011157718-2023-00244,"B,C",B,high,False
3011157718-2023-00245,B,B,high,True
3011157718-2023-00246,C,C,medium,False
3011157718-2024-00001,"B,C",B,high,True
3015967359-2024-01057,"B,C",B,high,True
3015967359-2024-01745,"A,B,C",B,high,True
3015967359-2024-01746,"B,G",B,high,True
3015967359-2024-01771,"B,C",B,high,False
3015967359-2024-01842,B,B,high,True
3015967359-2024-01841,B,B,high,True
3015967359-2024-01840,"B,C",B,high,True
3015967359-2024-02401,"B,C",B,high,False
3015967359-2025-00019,U,U,high,False
3015967359-2025-00020,U,U,high,False
3015967359-2025-00627,B,B,high,True
3015967359-2025-00625,U,U,high,False
3015967359-2025-99148,U,U,high,False
3015967359-2025-99408,U,U,high,False
3015967359-2026-99040,U,U,high,False
3015967359-2026-99121,U,U,high,False
3015967359-2026-99221,U,U,high,False
3015967359-2026-99319,U,U,high,False
9615754-2020-00075,"A,B",B,high,True
9615754-2020-00079,"B,D",B,high,True
9615754-2020-00076,"B,D",B,high,True
9615754-2020-00085,"B,C",B,high,True
9615754-2020-00086,"A,B",B,high,True
9615754-2020-00089,"A,B,D",B,medium,True
9615754-2020-00090,"B,C",B,high,True
9615754-2020-00087,"B,C",B,high,True
9615754-2020-00088,"A,B,D",B,medium,True
9615754-2020-00092,"B,C",B,high,True
9615754-2020-00094,"B,G",B,medium,True
9615754-2020-00093,"B,G",B,medium,True
9615754-2020-00096,"B,C",B,high,True
9615754-2020-00095,"B,C",B,high,True
9615754-2020-00101,U,U,high,False
9615754-2020-00099,B,B,high,True
9615754-2020-00097,"B,C",B,high,True
9615754-2020-00098,B,B,medium,True
9615754-2020-00100,"B,C",B,high,True
9615754-2020-00107,"B,C",B,high,True
9615754-2020-00110,B,B,medium,False
9615754-2020-00115,B,B,high,True
9615754-2020-00120,B,B,high,True
9615754-2020-00118,B,B,high,True
9615754-2020-00121,B,B,high,True
9615754-2020-00119,B,B,high,True
9615754-2020-00117,B,B,high,True
9615754-2020-00122,B,B,high,True
9615754-2020-00116,B,B,high,True
9615754-2021-00146,"B,C",B,high,True
9615754-2021-00157,"B,C",B,high,True
9615754-2021-00158,"A,B",B,medium,True
9615754-2021-00161,"B,D",B,high,True
9615754-2020-00002,"B,D",B,high,True
9615754-2020-00003,"B,C",B,high,True
9615754-2020-00005,"B,D",B,high,True
9615754-2020-00006,"B,D",B,medium,True
9615754-2020-00007,"B,D",B,high,True
9615754-2020-00009,"B,D",B,medium,True
9615754-2020-00008,"B,D",B,high,True
9615754-2020-00022,"B,C",B,high,True
9615754-2020-00023,"B,D",B,high,True
9615754-2020-00024,"B,D",B,high,True
9615754-2020-00025,B,B,medium,True
9615754-2020-00026,"B,C",B,high,True
9615754-2020-00027,"B,C",B,high,True
9615754-2020-00028,"B,D",B,high,True
9615754-2020-00030,"B,D",B,high,True
9615754-2020-00031,"B,D",B,medium,True
9615754-2020-00032,"B,C,G",B,high,True
9615754-2020-00033,"B,C",B,high,True
9615754-2020-00035,"B,U",B,medium,True
9615754-2020-00039,"B,C",B,high,True
9615754-2020-00040,"B,D",B,medium,True
9615754-2020-00044,"B,C",B,high,True
9615754-2020-00045,"B,C",B,high,True
9615754-2020-00047,"B,C",B,high,True
9615754-2020-00048,"B,C",B,high,True
9615754-2020-00049,"B,G",B,high,True
9615754-2020-00057,"B,C",B,high,True
9615754-2020-00058,"B,C",B,high,True
9615754-2020-00055,"B,C,G",B,high,True
MW5165159,"B,C,G",B,high,True
3011276938-2021-00001,"B,G",B,high,True
3011276938-2021-00002,"B,G",B,high,True
3021637148-2022-00001,"B,G",B,high,True
3021637148-2023-00001,"B,G",B,high,True
3021637148-2023-00002,"A,B",B,high,True
3021637148-2023-00003,"A,B",B,high,True
3021637148-2023-00004,"B,D",B,high,True
3021637148-2023-00005,"B,C",B,high,True
3021637148-2023-00006,"A,B",B,high,True
3021637148-2023-00007,"B,G",B,high,True
3021637148-2023-00008,"B,G",B,high,True
3021637148-2024-00001,"B,G",B,high,True
3021637148-2024-00002,"B,G",B,high,True
3021637148-2024-00003,"B,C",B,high,True
3021637148-2024-00004,"A,B",B,high,True
3021637148-2024-00005,"B,D",B,high,True
3021637148-2024-00006,"B,D",B,high,True
3021637148-2024-00007,"A,B",B,high,True
3021637148-2024-00008,"B,C",B,high,True
3021637148-2024-00009,"B,C",B,high,True
3021637148-2024-00010,"B,C",B,high,True
3021637148-2024-00011,"A,B,C",B,high,True
3021637148-2024-00012,"A,B",B,high,True
3021637148-2024-00014,"B,G",B,high,True
3021637148-2024-00013,"A,B",B,high,True
3021637148-2025-00001,"B,C",B,high,True
3021637148-2025-00002,"B,G",B,high,True
3021637148-2025-00003,"B,G",B,high,True
3021637148-2025-00004,"B,D",B,high,True
3021637148-2025-00005,"A,B",B,high,True
3021637148-2025-00006,"B,C",B,high,True
3021637148-2025-00007,"B,C",B,high,True
3021637148-2025-00008,"B,C",B,high,True
3021637148-2025-00009,U,U,high,False
3021637148-2025-00010,"A,B",B,high,True
3021637148-2025-00011,"B,C",B,high,True
3021637148-2025-00012,"B,C",B,high,True
3021637148-2025-00013,"B,D",B,high,True
3021637148-2025-00014,"A,B",B,high,True
3021637148-2025-00015,"B,C",B,high,True
3021637148-2025-00016,"B,G",B,high,True
3021637148-2025-00017,"B,C",B,high,True
3021637148-2026-00001,"B,C",B,high,True
3021637148-2026-00002,"B,C",B,high,True
3021637148-2026-00003,"B,G",B,high,True
3021637148-2026-00004,"B,C",B,high,True
3021637148-2026-00005,"B,C",B,high,True
3011276938-2020-00001,"B,G",B,high,True
3011276938-2020-00002,"B,G",B,high,True
3011276938-2020-00003,"B,G",B,high,True
3011276938-2020-00004,"B,G",B,high,True
3011276938-2020-00005,"B,G",B,high,True
3011276938-2020-00006,"B,G",B,high,True
3011276938-2020-00007,"B,G",B,high,True
3011276938-2020-00008,"B,G",B,high,True
3011276938-2020-00009,"B,G",B,high,True
MW5151782,"B,C,G",B,high,True
3010671651-2023-00001,"B,G",B,medium,True
9699497,"B,G",B,medium,True
3010671651-2020-00001,"B,G",B,medium,True
3012977056-2020-00013,"F,G",F,high,False
3012977056-2020-00014,G,G,high,False
3012977056-2020-00015,G,G,high,False
3012977056-2020-00016,"F,G",F,high,False
3012977056-2020-00017,G,G,medium,False
3012977056-2020-00019,G,G,medium,False
3012977056-2020-00018,G,G,medium,False
3012977056-2020-00023,G,G,high,False
3012977056-2020-00021,G,G,high,False
3012977056-2020-00020,F,F,high,False
3012977056-2020-00022,G,G,high,False
3012977056-2020-00026,G,G,high,False
3012977056-2020-00025,G,G,high,False
3012977056-2020-00024,"D,G",D,high,False
3012977056-2020-00027,G,G,medium,False
3012977056-2020-00028,"F,G",F,high,False
3012977056-2020-00029,F,F,high,False
3012977056-2020-00031,"F,G",F,high,False
3012977056-2020-00030,"E,F",E,high,False
3012977056-2020-00032,G,G,high,False
3012977056-2020-00033,G,G,high,False
3012977056-2020-00034,"F,G",F,high,False
3012977056-2020-00038,G,G,medium,False
3012977056-2020-00037,U,U,high,False
3012977056-2020-00035,G,G,medium,False
3012977056-2020-00036,"F,D",F,high,False
3012977056-2020-00039,G,G,high,False
3012977056-2020-00041,"F,G",F,high,False
3012977056-2020-00042,G,G,medium,False
3012977056-2020-00040,"B,F",B,high,True
3012977056-2020-00043,G,G,high,False
3012977056-2020-00044,G,G,high,False
3012977056-2020-00045,"B,G",B,high,True
3012977056-2020-00046,"F,G",F,high,False
3012977056-2020-00049,G,G,medium,False
3012977056-2020-00050,G,G,high,False
3012977056-2020-00048,G,G,high,False
3012977056-2020-00047,F,F,high,False
3012977056-2020-00055,G,G,high,False
3012977056-2020-00054,G,G,medium,False
3012977056-2020-00053,G,G,medium,False
3012977056-2020-00052,"B,E",B,high,True
3012977056-2020-00051,"F,D",F,high,False
3012977056-2020-00056,G,G,medium,False
3012977056-2020-00057,G,G,medium,False
3012977056-2020-00058,G,G,high,False
3012977056-2020-00059,F,F,high,False
3012977056-2020-00060,"F,G",F,high,False
3012977056-2020-00062,"D,G",D,high,False
3012977056-2020-00061,G,G,medium,False
3012977056-2020-00063,G,G,high,False
3012977056-2020-00064,G,G,medium,False
3012977056-2020-00065,G,G,medium,False
3012977056-2020-00067,G,G,high,False
3012977056-2020-00069,G,G,high,False
3012977056-2020-00070,"B,G",B,high,True
3012977056-2020-00066,G,G,high,False
3012977056-2020-00068,G,G,high,False
